,0
0,0.0809617271835132
1,0.128093158660844
2,0.552301255230126
3,0.0058422590068159
4,0.0324723247232473
5,1.38820512820513
6,0.430293501048218
7,0.0154440154440155
8,0.0281969817315331
9,0.0247046186895812
10,0.0126030053320407
11,0.0154468554615669
12,0.0282051282051282
13,0.432933478735005
14,0.0693612774451098
15,0.019047619047619
16,0.707134410721325
17,0.0251396648044693
18,0.181409295352324
19,0.0304380103934671
20,0.0161836657884833
21,0.0088339222614841
22,0.0571428571428572
23,0.592004100461302
24,0.0306049822064058
25,0.131193693693694
26,1.24441404468764
27,0.159282314170633
28,0.0
29,0.0378723404255319
30,0.0066666666666665
31,0.377521613832853
32,0.0127523910733263
33,0.013001912045889
34,3.3143148242486
35,0.739914570479355
