,0
0,0.0368244858919177
1,0.0296296296296296
2,1.32311621966794
3,0.290823211875843
4,0.449235048678721
5,2.448
6,0.203896692342546
7,0.190047021943574
8,1.25589113840027
9,2.46309696092619
10,0.317084493964717
11,2.67344345616264
12,0.353494623655914
13,0.635630794034663
14,0.0662353666050524
15,0.0008190008190008
16,0.0359281437125748
17,0.0311475409836065
18,0.340961986035686
19,0.962921970116215
20,0.0094650205761317
21,0.0336683417085427
22,0.417047184170472
23,0.0895989974937342
24,0.724748683580661
25,0.472444257467396
26,2.12615384615385
27,0.833693304535637
28,1.93744787322769
29,0.160171102661597
30,0.30073145245559
31,1.2469556746225
32,0.0689481630598894
33,0.887720773759462
34,0.795406210123352
35,0.166416791604198
36,0.456665371162068
37,0.716593886462882
38,0.145567549885509
39,0.305598356445814
40,0.0610687022900764
41,0.0681818181818182
42,0.0061592608886932
43,0.0013245033112583
44,0.615120274914089
45,0.574861367837338
46,0.52303961196443
47,0.004032258064516
48,0.0291349170775437
49,0.408130081300813
50,0.0224047796863331
51,0.32258064516129
52,0.0900631439016283
53,5.81982543640898
54,0.722562411681583
55,0.0044226044226044
56,0.569141193595342
57,0.0103297576479937
58,0.136066138477437
59,0.123553910226747
60,0.0353168843734881
61,0.324858757062147
