,0
0,1.64588528678304
1,0.962634283045306
2,1.77698355968549
3,2.17982456140351
4,1.40629839958699
5,1.96081424936387
6,0.586849106803497
7,0.0053262316910786
8,0.004394861392833
9,0.19543242231374
10,1.60994102780118
11,0.0623130608175474
12,1.59099099099099
13,0.6
14,0.305976806422837
15,3.08014667365113
16,0.132764343290659
17,0.50462962962963
18,0.337690631808279
19,0.167495854063018
20,0.770822281167109
21,0.0036845983787767
22,0.332676195170034
23,5.28954423592493
24,1.26338797814208
25,0.578397212543554
26,0.168386297977714
27,0.0
28,4.79887785930082
29,0.0406091370558376
30,0.277162977867203
31,1.34389629096147
32,0.862260654725139
33,0.375814332247557
34,10.7564304461942
35,1.42666666666667
36,1.71954314720812
37,2.12577833125778
38,0.54497781363453
39,0.111325301204819
40,0.31157978511739
41,0.631726719700515
42,0.396344396344396
43,0.648462783171521
44,0.293401413982718
45,1.9978696207925
46,0.479620853080569
47,0.15997968511935
48,2.8764245014245
49,0.270421106037544
50,0.693916349809886
51,2.54865771812081
52,0.555271798613645
53,0.529651162790698
54,0.0715509854327335
55,0.488619119878604
56,0.801750547045952
57,1.46281908990011
58,2.0
59,
60,0.292870905587669
61,0.553831687823225
62,0.0245122561280641
63,0.693989071038251
64,0.147572815533981
65,0.507194244604317
